Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Churned,AvgOrderValue,UniqueProducts,UniqueCountries,Log_Recency,Log_Frequency,Log_Monetary,Cluster,Segment,ChurnProbability,ChurnRisk
15176,668,1,988.04,1,1,3,5,1,19.0,52,1,6.505784060128229,0.6931471805599453,6.896734775698672,0,Lost Customers,0.991,High
15177,426,1,948.93,1,1,3,5,1,36.5,26,1,6.056784013228625,0.6931471805599453,6.856388297669246,0,Lost Customers,0.992,High
15178,260,1,40.5,2,1,1,4,1,13.5,3,1,5.564520407322694,0.6931471805599453,3.7256934272366524,0,Lost Customers,0.994,High
15179,18,13,7491.92,5,5,5,15,0,23.86,225,1,2.9444389791664403,2.6390573296152584,8.921713853675792,2,Champions,0.002,Low
15180,367,3,816.93,2,3,3,8,1,15.71,46,1,5.908082938168931,1.3862943611198906,6.706776758368907,3,At Risk,0.959,High
15181,66,5,1200.2,3,4,3,10,0,60.01,15,1,4.204692619390966,1.791759469228055,7.091076336109175,3,At Risk,0.611,Medium
15182,154,11,2998.95,3,5,5,13,1,23.99,78,1,5.043425116919247,2.4849066497880004,8.006350900844689,3,At Risk,0.397,Medium
15183,548,3,639.93,1,3,3,7,1,16.84,33,1,6.3080984415095305,1.3862943611198906,6.462920246589264,0,Lost Customers,0.994,High
15184,29,4,685.39,4,3,3,10,0,8.16,72,1,3.4011973816621555,1.6094379124341003,6.531445979303058,1,Loyal Customers,0.062,Low
15185,70,1,310.62,3,1,2,6,0,14.79,21,1,4.2626798770413155,0.6931471805599453,5.741784496789209,0,Lost Customers,0.37,Medium
15186,14,5,1403.2,5,4,4,13,0,26.98,29,1,2.70805020110221,1.791759469228055,7.247223024583149,1,Loyal Customers,0.006,Low
15187,2,16,4777.18,5,5,5,15,0,52.5,61,1,1.0986122886681098,2.833213344056216,8.471814999842545,2,Champions,0.004,Low
15188,725,1,310.43,1,1,2,4,1,13.5,23,1,6.587550014824796,0.6931471805599453,5.7411745938732635,0,Lost Customers,0.997,High
15189,1,46,17524.38,5,5,5,15,0,72.72,90,1,0.6931471805599453,3.8501476017100584,9.771405394977268,2,Champions,0.004,Low
15190,434,1,834.44,1,1,3,5,1,20.86,40,1,6.075346031088684,0.6931471805599453,6.727958532171293,0,Lost Customers,0.992,High
15191,463,3,588.05,1,3,2,6,1,16.8,33,1,6.139884552226255,1.3862943611198906,6.378511069692128,0,Lost Customers,0.995,High
15192,120,5,1666.39,3,4,4,11,1,18.31,56,1,4.795790545596741,1.791759469228055,7.4190148085973675,3,At Risk,0.622,Medium
15193,61,1,499.32,3,1,2,6,0,26.28,19,1,4.127134385045092,0.6931471805599453,6.215247893709531,1,Loyal Customers,0.52,Medium
15194,3,28,12021.53,5,5,5,15,0,25.26,274,1,1.3862943611198906,3.367295829986474,9.394537668469978,2,Champions,0.003,Low
15195,3,1,3861.0,5,1,5,11,0,3861.0,1,1,1.3862943611198906,0.6931471805599453,8.258940462988459,1,Loyal Customers,0.259,Low
15196,433,2,313.7,1,2,2,5,1,7.47,34,1,6.073044534100405,1.0986122886681098,5.751619804070361,0,Lost Customers,0.997,High
15197,11,6,1877.51,5,4,4,13,0,31.82,44,1,2.4849066497880004,1.9459101490553132,7.538234188396181,1,Loyal Customers,0.009,Low
15198,92,5,571.35,3,4,2,9,1,18.43,28,1,4.532599493153256,1.791759469228055,6.349750692364485,3,At Risk,0.597,Medium
15199,59,10,3122.4,4,5,5,14,0,61.22,17,1,4.0943445622221,2.3978952727983707,8.046677431053746,2,Champions,0.008,Low
15200,495,1,549.05,1,1,2,4,1,18.3,30,1,6.206575926724928,0.6931471805599453,6.310009183185445,0,Lost Customers,0.998,High
15201,87,7,1842.95,3,4,4,11,0,18.43,44,1,4.477336814478207,2.0794415416798357,7.51966528878146,3,At Risk,0.623,Medium
15202,420,3,6001.49,1,3,5,9,1,2000.5,1,1,6.042632833682381,1.3862943611198906,8.699929662121509,3,At Risk,0.974,High
15203,26,15,4400.18,4,5,5,14,0,12.83,150,1,3.295836866004329,2.772588722239781,8.389627965770218,2,Champions,0.005,Low
15204,357,1,316.58,2,1,2,5,1,35.18,9,1,5.8805329864007,0.6931471805599453,5.760729755097951,0,Lost Customers,0.961,High
15205,85,2,653.24,3,2,3,8,0,17.66,37,1,4.454347296253507,1.0986122886681098,6.483474256616332,1,Loyal Customers,0.556,Medium
15206,10,4,420.3,5,3,2,10,0,46.7,3,1,2.3978952727983707,1.6094379124341003,6.043345168984971,1,Loyal Customers,0.02,Low
15207,416,3,683.92,1,3,3,7,1,28.5,19,1,6.0330862217988015,1.3862943611198906,6.5293020431207704,3,At Risk,0.992,High
15208,1,6,970.52,5,4,3,12,0,20.22,27,1,0.6931471805599453,1.9459101490553132,6.878861855327155,1,Loyal Customers,0.007,Low
15209,730,1,178.98,1,1,1,3,1,13.77,13,1,6.594413459749778,0.6931471805599453,5.192845733605802,0,Lost Customers,0.996,High
15210,225,3,1176.19,2,3,3,8,1,17.56,66,1,5.420534999272286,1.3862943611198906,7.070885521589972,3,At Risk,0.968,High
15211,60,2,894.41,3,2,3,8,0,17.2,52,1,4.110873864173311,1.0986122886681098,6.797281713937488,1,Loyal Customers,0.468,Medium
15212,241,2,208.28,2,2,1,5,1,20.83,7,1,5.488937726156687,1.0986122886681098,5.343673068268834,0,Lost Customers,0.969,High
15213,319,2,328.35,2,2,2,6,1,13.68,22,1,5.768320995793772,1.0986122886681098,5.797121015086702,0,Lost Customers,0.975,High
15214,2,8,1661.44,5,4,4,13,0,15.1,109,1,1.0986122886681098,2.1972245773362196,7.416041681653177,2,Champions,0.007,Low
15215,47,7,2422.43,4,4,4,12,0,21.44,85,1,3.871201010907891,2.0794415416798357,7.792939171022606,3,At Risk,0.038,Low
15216,88,2,486.09,3,2,2,7,0,20.25,24,1,4.48863636973214,1.0986122886681098,6.188448910936394,1,Loyal Customers,0.617,Medium
15217,563,1,426.24,1,1,2,4,1,15.22,28,1,6.335054251498059,0.6931471805599453,6.057345916221495,0,Lost Customers,0.998,High
15218,11,22,11468.83,5,5,5,15,0,28.96,139,1,2.4849066497880004,3.1354942159291497,9.347475388740694,2,Champions,0.003,Low
15219,176,2,685.45,3,2,3,8,1,26.36,26,1,5.176149732573829,1.0986122886681098,6.531533389343614,0,Lost Customers,0.612,Medium
15220,52,6,1778.96,4,4,4,12,0,15.2,110,1,3.970291913552122,1.9459101490553132,7.484346171123521,3,At Risk,0.037,Low
15221,366,4,2062.2,2,3,4,9,1,71.11,21,1,5.905361848054571,1.6094379124341003,7.632013454567135,3,At Risk,0.92,High
15222,319,11,3550.91,2,5,5,12,1,25.73,98,1,5.768320995793772,2.4849066497880004,8.175240765953214,3,At Risk,0.924,High
15223,226,5,1417.95,2,4,4,10,1,41.7,26,1,5.424950017481403,1.791759469228055,7.2576724404574895,3,At Risk,0.945,High
15224,358,5,871.36,2,4,3,9,1,24.9,24,1,5.883322388488279,1.791759469228055,6.771202182749025,3,At Risk,0.95,High
15225,234,1,409.4,2,1,2,5,1,17.8,23,1,5.459585514144159,0.6931471805599453,6.01713229385656,0,Lost Customers,0.962,High
15226,311,1,154.41,2,1,1,4,1,19.3,8,1,5.7430031878094825,0.6931471805599453,5.04606678592752,0,Lost Customers,0.995,High
15227,37,9,2488.49,4,5,4,13,0,20.74,86,1,3.6375861597263857,2.302585092994046,7.819833149203312,2,Champions,0.028,Low
15228,66,6,5580.27,3,4,5,12,0,23.85,184,1,4.204692619390966,1.9459101490553132,8.62717162804504,3,At Risk,0.452,Medium
15229,586,1,160.5,1,1,1,3,1,17.83,9,1,6.375024819828097,0.6931471805599453,5.084505142662711,0,Lost Customers,0.993,High
15230,239,2,429.6,2,2,2,6,1,18.68,23,1,5.480638923341991,1.0986122886681098,6.065179584930263,0,Lost Customers,0.969,High
15231,621,1,250.26,1,1,1,3,1,17.88,14,1,6.432940092739179,0.6931471805599453,5.526488259576272,0,Lost Customers,0.995,High
15232,113,2,612.06,3,2,3,8,1,19.74,26,1,4.736198448394496,1.0986122886681098,6.418462810428566,0,Lost Customers,0.572,Medium
15233,401,1,59.4,2,1,1,4,1,59.4,1,1,5.996452088619021,0.6931471805599453,4.100989104940769,0,Lost Customers,0.997,High
15234,277,1,197.0,2,1,1,4,1,14.07,14,1,5.627621113690637,0.6931471805599453,5.288267030694535,0,Lost Customers,0.995,High
15235,218,16,2772.76,2,5,4,11,1,15.58,161,1,5.389071729816501,2.833213344056216,7.927959079467885,3,At Risk,0.893,High
15236,299,1,321.05,2,1,2,5,1,21.4,15,1,5.703782474656201,0.6931471805599453,5.7747068129929,0,Lost Customers,0.975,High
15237,2,4,1412.32,5,3,4,12,0,14.27,94,1,1.0986122886681098,1.6094379124341003,7.253696825551129,1,Loyal Customers,0.006,Low
15238,29,3,1071.99,4,3,3,10,0,21.44,49,1,3.4011973816621555,1.3862943611198906,6.978204422922778,1,Loyal Customers,0.049,Low
15239,10,2,780.59,5,2,3,10,0,15.93,48,1,2.3978952727983707,1.0986122886681098,6.661330306378558,1,Loyal Customers,0.01,Low
15240,45,12,4459.98,4,5,5,14,0,19.91,134,1,3.828641396489095,2.5649493574615367,8.403123751818507,2,Champions,0.003,Low
15241,67,11,3050.16,3,5,5,13,0,16.58,120,1,4.219507705176107,2.4849066497880004,8.023277125163998,2,Champions,0.405,Medium
15242,422,1,302.04,1,1,2,4,1,75.51,4,1,6.0473721790462776,0.6931471805599453,5.713864809997713,0,Lost Customers,0.997,High
15243,74,2,927.28,3,2,3,8,0,15.2,56,1,4.31748811353631,1.0986122886681098,6.833333411414558,1,Loyal Customers,0.557,Medium
15244,65,3,912.08,3,3,3,9,0,19.0,44,1,4.189654742026425,1.3862943611198906,6.816823499976432,1,Loyal Customers,0.504,Medium
15245,134,8,4610.84,3,4,5,12,1,31.15,72,1,4.90527477843843,2.1972245773362196,8.43638218867962,3,At Risk,0.621,Medium
15246,238,3,780.4,2,3,3,8,1,15.3,45,1,5.476463551931511,1.3862943611198906,6.66108718262097,3,At Risk,0.959,High
15247,122,3,976.06,3,3,3,9,1,57.42,13,1,4.812184355372417,1.3862943611198906,6.884548062644319,3,At Risk,0.543,Medium
15248,411,3,1893.93,1,3,4,8,1,17.87,103,1,6.021023349349527,1.3862943611198906,7.546937177520269,3,At Risk,0.987,High
15249,32,18,9266.0,4,5,5,14,0,18.46,304,1,3.4965075614664802,2.9444389791664403,9.134214981586691,2,Champions,0.003,Low
15250,641,1,60.0,1,1,1,3,1,20.0,3,1,6.464588303689961,0.6931471805599453,4.110873864173311,0,Lost Customers,0.997,High
15251,9,21,20324.54,5,5,5,15,0,88.37,183,1,2.302585092994046,3.091042453358316,9.919633502328765,2,Champions,0.004,Low
15252,36,5,2103.41,4,4,4,12,0,17.83,106,1,3.6109179126442243,1.791759469228055,7.6517904217936605,3,At Risk,0.037,Low
15253,16,8,2055.09,5,4,4,13,0,17.72,102,1,2.833213344056216,2.1972245773362196,7.628561399936054,2,Champions,0.007,Low
15254,127,3,1088.35,3,3,3,9,1,16.24,64,1,4.852030263919617,1.3862943611198906,6.993336467072343,3,At Risk,0.59,Medium
15255,67,9,3706.02,3,5,5,13,0,19.71,137,1,4.219507705176107,2.302585092994046,8.217983598334452,2,Champions,0.277,Low
15256,149,2,170.4,3,2,1,6,1,17.04,6,1,5.0106352940962555,1.0986122886681098,5.1440000061636795,0,Lost Customers,0.739,High
15257,283,2,685.9,2,2,3,7,1,57.16,11,1,5.648974238161206,1.0986122886681098,6.5321887212198355,0,Lost Customers,0.948,High
15258,169,2,623.16,3,2,3,8,1,18.33,32,1,5.135798437050262,1.0986122886681098,6.4364067457583465,0,Lost Customers,0.556,Medium
15259,513,4,1182.38,1,3,3,7,1,20.74,50,1,6.2422232654551655,1.6094379124341003,7.076130029643467,3,At Risk,0.993,High
15260,100,25,8767.73,3,5,5,13,1,23.01,186,1,4.61512051684126,3.258096538021482,9.07894726302137,2,Champions,0.401,Medium
15261,135,4,1508.0,3,3,4,10,1,16.39,87,1,4.912654885736052,1.6094379124341003,7.319202458767849,3,At Risk,0.601,Medium
15262,324,3,418.82,2,3,2,7,1,16.11,22,1,5.783825182329737,1.3862943611198906,6.03982604798586,0,Lost Customers,0.954,High
15263,107,1,156.51,3,1,1,5,1,13.04,12,1,4.68213122712422,0.6931471805599453,5.059488948313644,0,Lost Customers,0.649,Medium
15264,64,2,848.4,3,2,3,8,0,15.43,52,1,4.174387269895637,1.0986122886681098,6.744530217879171,1,Loyal Customers,0.463,Medium
15265,151,4,3345.64,3,3,5,11,1,17.33,179,1,5.0238805208462765,1.6094379124341003,8.115712136418376,3,At Risk,0.453,Medium
15266,338,5,852.21,2,4,3,9,1,18.94,38,1,5.82600010738045,1.791759469228055,6.749005707109851,3,At Risk,0.957,High
15267,22,5,1717.36,4,4,4,12,0,156.12,8,1,3.1354942159291497,1.791759469228055,7.449125626576209,1,Loyal Customers,0.066,Low
15268,479,3,961.9,1,3,3,7,1,43.72,21,1,6.173786103901937,1.3862943611198906,6.869949564246238,3,At Risk,0.992,High
15269,24,3,1225.36,4,3,4,11,0,35.01,33,1,3.2188758248682006,1.3862943611198906,7.111805711239658,1,Loyal Customers,0.048,Low
15270,16,21,8524.86,5,5,5,15,0,50.74,66,1,2.833213344056216,3.091042453358316,9.050859176829093,2,Champions,0.003,Low
15271,7,24,4528.54,5,5,5,15,0,7.94,369,1,2.0794415416798357,3.2188758248682006,8.418375668067148,2,Champions,0.005,Low
15272,57,6,2030.95,4,4,4,12,0,7.1,257,1,4.060443010546419,1.9459101490553132,7.61675120209642,3,At Risk,0.039,Low
15273,600,1,228.96,1,1,1,3,1,228.96,1,1,6.398594934535208,0.6931471805599453,5.43790538075509,0,Lost Customers,0.996,High
15274,4,2,716.57,5,2,3,10,0,15.25,44,1,1.6094379124341003,1.0986122886681098,6.5758705038506235,1,Loyal Customers,0.011,Low
15275,38,1,615.14,4,1,3,8,0,15.0,41,1,3.6635616461296463,0.6931471805599453,6.4234742104382585,1,Loyal Customers,0.088,Low
15276,66,4,619.8,3,3,3,9,0,3.48,160,1,4.204692619390966,1.6094379124341003,6.431008968869009,1,Loyal Customers,0.489,Medium
15277,47,2,476.34,4,2,2,8,0,18.32,23,1,3.871201010907891,1.0986122886681098,6.168229025235398,1,Loyal Customers,0.068,Low
15278,562,4,496.16,1,3,2,6,1,17.11,29,1,6.333279628139691,1.6094379124341003,6.208911905877311,3,At Risk,0.994,High
15279,355,5,1580.54,2,4,4,10,1,16.81,74,1,5.87493073085203,1.791759469228055,7.366154334869737,3,At Risk,0.957,High
15280,172,3,397.52,3,3,2,8,1,6.63,48,1,5.153291594497779,1.3862943611198906,5.987757685176655,0,Lost Customers,0.551,Medium
15281,59,16,8543.57,4,5,5,14,0,16.37,427,1,4.0943445622221,2.833213344056216,9.053051272457877,2,Champions,0.004,Low
15282,570,1,348.59,1,1,2,4,1,12.91,27,1,6.3473892096560105,0.6931471805599453,5.856761039253281,0,Lost Customers,0.998,High
15283,390,3,148.33,2,3,1,6,1,16.48,9,1,5.968707559985366,1.3862943611198906,5.006158622069178,0,Lost Customers,0.951,High
15284,500,1,24.75,1,1,1,3,1,24.75,1,1,6.2166061010848646,0.6931471805599453,3.248434627109745,0,Lost Customers,0.997,High
15285,408,1,94.92,2,1,1,4,1,15.82,6,1,6.013715156042802,0.6931471805599453,4.5635145107192585,0,Lost Customers,0.992,High
15286,50,1,240.55,4,1,1,6,0,80.18,3,1,3.9318256327243257,0.6931471805599453,5.4870764910004155,1,Loyal Customers,0.038,Low
15287,22,5,856.03,4,4,3,11,0,23.78,23,1,3.1354942159291497,1.791759469228055,6.753472923819396,1,Loyal Customers,0.069,Low
15288,43,10,3715.38,4,5,5,14,0,24.28,128,1,3.784189633918261,2.3978952727983707,8.220505355200638,2,Champions,0.004,Low
15289,29,5,1593.09,4,4,4,12,0,16.42,67,1,3.4011973816621555,1.791759469228055,7.37405831948775,1,Loyal Customers,0.036,Low
15290,5,26,10496.28,5,5,5,15,0,35.95,106,1,1.791759469228055,3.295836866004329,9.258871454967936,2,Champions,0.004,Low
15291,26,40,13517.76,4,5,5,14,0,55.4,116,1,3.295836866004329,3.713572066704308,9.511833629414456,2,Champions,0.004,Low
15292,201,1,178.39,2,1,1,4,1,7.43,24,1,5.308267697401205,0.6931471805599453,5.189562206710999,0,Lost Customers,0.996,High
15293,666,1,247.5,1,1,1,3,1,13.03,19,1,6.502790045915623,0.6931471805599453,5.5154428455366835,0,Lost Customers,0.995,High
15294,411,1,233.35,1,1,1,3,1,15.56,15,1,6.021023349349527,0.6931471805599453,5.456815724368715,0,Lost Customers,0.995,High
15295,654,1,207.04,1,1,1,3,1,3.98,50,1,6.484635235635252,0.6931471805599453,5.337730368904872,0,Lost Customers,0.995,High
15296,51,12,10323.03,4,5,5,14,0,19.33,342,1,3.9512437185814275,2.5649493574615367,9.242229466684728,2,Champions,0.003,Low
15297,10,3,641.94,5,3,3,11,0,16.46,30,1,2.3978952727983707,1.3862943611198906,6.466051407286527,1,Loyal Customers,0.006,Low
15298,2,23,9061.77,5,5,5,15,0,21.32,199,1,1.0986122886681098,3.1780538303479458,9.111930091822574,2,Champions,0.003,Low
15299,67,10,6156.53,3,5,5,13,0,615.65,9,1,4.219507705176107,2.3978952727983707,8.72543100209001,2,Champions,0.449,Medium
15300,64,1,496.44,3,1,2,6,0,17.73,28,1,4.174387269895637,0.6931471805599453,6.2094749463104435,1,Loyal Customers,0.608,Medium
15301,51,17,6909.67,4,5,5,14,0,20.03,231,1,3.9512437185814275,2.8903717578961645,8.840821872987503,2,Champions,0.002,Low
15302,730,1,308.0,1,1,2,4,1,20.53,15,1,6.594413459749778,0.6931471805599453,5.733341276897746,0,Lost Customers,0.998,High
15303,290,3,1224.18,2,3,4,9,1,17.74,63,1,5.673323267171493,1.3862943611198906,7.110843050959893,3,At Risk,0.907,High
15304,61,9,796.4,3,5,3,11,0,33.18,8,1,4.127134385045092,2.302585092994046,6.681356434947254,3,At Risk,0.506,Medium
15305,555,1,93.6,1,1,1,3,1,18.72,5,1,6.320768294250582,0.6931471805599453,4.549657476057832,0,Lost Customers,0.997,High
15306,64,9,3484.73,3,5,5,13,0,21.51,123,1,4.174387269895637,2.302585092994046,8.15643277041254,2,Champions,0.277,Low
15307,96,1,205.3,3,1,1,5,1,17.11,12,1,4.574710978503383,0.6931471805599453,5.329331420077207,0,Lost Customers,0.679,High
15308,274,1,310.47,2,1,2,5,1,16.34,19,1,5.616771097666572,0.6931471805599453,5.741303025403381,0,Lost Customers,0.97,High
15309,611,4,797.96,1,3,3,7,1,14.78,49,1,6.416732282512326,1.6094379124341003,6.683310881934879,3,At Risk,0.992,High
15310,479,1,1634.64,1,1,4,6,1,36.33,45,1,6.173786103901937,0.6931471805599453,7.399789444048626,0,Lost Customers,0.97,High
15311,1,208,114966.42,5,5,5,15,0,26.7,864,1,0.6931471805599453,5.342334251964811,11.652404062859302,2,Champions,0.005,Low
15312,75,12,2930.19,3,5,5,13,0,17.98,118,1,4.330733340286331,2.5649493574615367,7.983163762901939,2,Champions,0.115,Low
15313,110,1,52.0,3,1,1,5,1,52.0,1,1,4.709530201312334,0.6931471805599453,3.970291913552122,0,Lost Customers,0.769,High
15314,199,3,820.45,2,3,3,8,1,16.41,49,1,5.298317366548036,1.3862943611198906,6.711071071352346,3,At Risk,0.953,High
15315,64,2,570.5,3,2,2,7,0,15.42,35,1,4.174387269895637,1.0986122886681098,6.348264483234865,1,Loyal Customers,0.648,Medium
15316,327,1,165.0,2,1,1,4,1,165.0,1,1,5.793013608384144,0.6931471805599453,5.111987788356544,0,Lost Customers,0.997,High
15317,677,1,129.75,1,1,1,3,1,25.95,5,1,6.519147287940395,0.6931471805599453,4.873287102945032,0,Lost Customers,0.997,High
15318,4,1,312.62,5,1,2,8,0,9.47,33,1,1.6094379124341003,0.6931471805599453,5.748182061952885,1,Loyal Customers,0.013,Low
15319,284,1,204.5,2,1,1,4,1,12.78,16,1,5.652489180268651,0.6931471805599453,5.32544603393629,0,Lost Customers,0.995,High
15320,44,1,267.13,4,1,1,6,0,7.42,36,1,3.8066624897703196,0.6931471805599453,5.591471937527057,1,Loyal Customers,0.067,Low
15321,71,12,6709.73,3,5,5,13,0,21.71,242,1,4.276666119016055,2.5649493574615367,8.811463016894713,2,Champions,0.334,Medium
15322,86,2,1390.86,3,2,4,9,0,16.76,76,1,4.465908118654584,1.0986122886681098,7.238396261123746,3,At Risk,0.302,Low
15323,563,3,434.6,1,3,2,6,1,14.99,29,1,6.335054251498059,1.3862943611198906,6.076724391058805,0,Lost Customers,0.992,High
15324,701,1,140.22,1,1,1,3,1,17.53,8,1,6.553933404025811,0.6931471805599453,4.950318958088201,0,Lost Customers,0.993,High
15325,104,8,1601.46,3,4,4,11,1,7.15,164,1,4.653960350157523,2.1972245773362196,7.379295227484854,3,At Risk,0.818,High
15326,334,5,1700.52,2,4,4,10,1,13.18,94,1,5.814130531825066,1.791759469228055,7.43927724820629,3,At Risk,0.952,High
15327,53,1,208.75,4,1,1,6,0,20.88,10,1,3.9889840465642745,0.6931471805599453,5.345916345347316,0,Lost Customers,0.038,Low
15328,408,1,107.24,2,1,1,4,1,13.4,8,1,6.013715156042802,0.6931471805599453,4.684350983862532,0,Lost Customers,0.994,High
15329,39,11,2958.83,4,5,5,14,0,19.21,98,1,3.6888794541139363,2.4849066497880004,7.992887113236368,2,Champions,0.003,Low
15330,32,2,714.96,4,2,3,9,0,55.0,10,1,3.4965075614664802,1.0986122886681098,6.5736242994783,1,Loyal Customers,0.059,Low
15331,500,3,767.91,1,3,3,7,1,17.45,41,1,6.2166061010848646,1.3862943611198906,6.644973927545967,3,At Risk,0.993,High
15332,366,6,4892.68,2,4,5,11,1,31.77,113,1,5.905361848054571,1.9459101490553132,8.49569985567768,3,At Risk,0.93,High
15333,208,1,1028.56,2,1,3,6,1,64.28,16,1,5.342334251964811,0.6931471805599453,6.936886805488385,0,Lost Customers,0.887,High
15334,157,3,350.82,3,3,2,8,1,3.58,67,1,5.062595033026967,1.3862943611198906,5.863119681170759,0,Lost Customers,0.581,Medium
15335,54,1,170.22,4,1,1,6,0,4.86,34,1,4.007333185232471,0.6931471805599453,5.142949279314339,0,Lost Customers,0.076,Low
15336,402,1,240.5,2,1,1,4,1,16.03,15,1,5.998936561946683,0.6931471805599453,5.486869473092628,0,Lost Customers,0.995,High
15337,411,1,373.02,1,1,2,4,1,17.76,21,1,6.021023349349527,0.6931471805599453,5.924309271920574,0,Lost Customers,0.997,High
15338,677,1,277.93,1,1,1,3,1,4.79,56,1,6.519147287940395,0.6931471805599453,5.630960854284337,0,Lost Customers,0.998,High
15339,66,7,1821.02,3,4,4,11,0,8.28,162,1,4.204692619390966,2.0794415416798357,7.507701054708066,3,At Risk,0.619,Medium
15340,562,1,105.5,1,1,1,3,1,15.07,7,1,6.333279628139691,0.6931471805599453,4.66814498514948,0,Lost Customers,0.993,High
15341,81,2,2402.72,3,2,4,9,0,100.11,22,1,4.406719247264253,1.0986122886681098,7.784772816325887,3,At Risk,0.254,Low
15342,130,1,406.09,3,1,2,6,1,16.92,24,1,4.875197323201151,0.6931471805599453,6.0090342912180414,0,Lost Customers,0.332,Medium
15343,87,1,364.5,3,1,2,6,0,17.36,21,1,4.477336814478207,0.6931471805599453,5.901266279189834,0,Lost Customers,0.379,Medium
15344,1,3,563.94,5,3,2,10,0,21.69,21,1,0.6931471805599453,1.3862943611198906,6.3367195308171205,1,Loyal Customers,0.011,Low
15345,46,1,393.54,4,1,2,7,0,19.68,20,1,3.8501476017100584,0.6931471805599453,5.9777205293157225,1,Loyal Customers,0.055,Low
15346,333,3,596.12,2,3,2,7,1,16.11,36,1,5.811140992976701,1.3862943611198906,6.3921180982189245,3,At Risk,0.982,High
15347,366,4,1162.0,2,3,3,8,1,32.28,29,1,5.905361848054571,1.6094379124341003,7.0587581525186645,3,At Risk,0.972,High
15348,72,1,158.04,3,1,1,5,0,17.56,9,1,4.290459441148391,0.6931471805599453,5.069155742908264,0,Lost Customers,0.526,Medium
15349,158,2,463.91,3,2,2,7,1,6.53,65,1,5.0689042022202315,1.0986122886681098,6.141843838467353,0,Lost Customers,0.67,High
15350,373,2,547.6,2,2,2,6,1,18.25,26,1,5.924255797414532,1.0986122886681098,6.307369578503503,0,Lost Customers,0.984,High
15351,12,10,3430.22,5,5,5,15,0,10.92,201,1,2.5649493574615367,2.3978952727983707,8.14067116205022,2,Champions,0.005,Low
15352,549,1,111.15,1,1,1,3,1,3.27,34,1,6.309918278226516,0.6931471805599453,4.719837260966218,0,Lost Customers,0.995,High
15353,255,7,2794.47,2,4,4,10,1,7.76,274,1,5.545177444479562,2.0794415416798357,7.935755528876296,3,At Risk,0.936,High
15354,603,3,284.4,1,3,1,5,1,94.8,1,1,6.403574197934815,1.3862943611198906,5.653891705042736,0,Lost Customers,0.995,High
15355,29,2,277.05,4,2,1,7,0,19.79,9,1,3.4011973816621555,1.0986122886681098,5.627800953633573,1,Loyal Customers,0.096,Low
15356,31,13,3239.57,4,5,5,14,0,4.84,290,1,3.4657359027997265,2.6390573296152584,8.08350451923915,2,Champions,0.004,Low
15358,5,42,16425.86,5,5,5,15,0,15.08,359,1,1.791759469228055,3.7612001156935624,9.706673078950551,2,Champions,0.005,Low
15359,663,8,181.35,1,4,1,6,1,11.33,10,1,6.498282149476434,2.1972245773362196,5.205927917254689,0,Lost Customers,0.983,High
15360,40,1,427.93,4,1,2,7,0,32.92,13,1,3.713572066704308,0.6931471805599453,6.061293735451147,1,Loyal Customers,0.058,Low
15361,362,4,689.07,2,3,3,8,1,68.91,10,1,5.8944028342648505,1.6094379124341003,6.536793041721038,3,At Risk,0.971,High
15362,449,2,613.08,1,2,3,6,1,15.33,38,1,6.1092475827643655,1.0986122886681098,6.420125212819335,0,Lost Customers,0.993,High
15363,373,2,678.11,2,2,3,7,1,19.37,32,1,5.924255797414532,1.0986122886681098,6.520783117383144,0,Lost Customers,0.956,High
15364,96,2,913.19,3,2,3,8,1,31.49,29,1,4.574710978503383,1.0986122886681098,6.818038427312331,3,At Risk,0.607,Medium
15365,26,13,4557.13,4,5,5,14,0,20.9,126,1,3.295836866004329,2.6390573296152584,8.42466773068017,2,Champions,0.003,Low
15366,75,7,2389.08,3,4,4,11,0,17.31,86,1,4.330733340286331,2.0794415416798357,7.779082117168702,3,At Risk,0.609,Medium
15367,57,11,5081.33,4,5,5,14,0,18.21,214,1,4.060443010546419,2.4849066497880004,8.533525096836854,2,Champions,0.004,Low
15368,21,2,722.74,4,2,3,9,0,90.34,8,1,3.091042453358316,1.0986122886681098,6.584432211866017,1,Loyal Customers,0.065,Low
15369,492,11,6251.26,1,5,5,11,1,105.95,44,1,6.20050917404269,2.4849066497880004,8.740698277368923,3,At Risk,0.972,High
15370,41,8,3739.01,4,4,5,13,0,25.97,90,1,3.7376696182833684,2.1972245773362196,8.226843564201795,2,Champions,0.065,Low
15371,662,1,59.4,1,1,1,3,1,59.4,1,1,6.4967749901858625,0.6931471805599453,4.100989104940769,0,Lost Customers,0.997,High
15372,137,8,6017.06,3,4,5,12,1,105.56,45,1,4.927253685157205,2.1972245773362196,8.702520227230021,3,At Risk,0.679,High
15373,8,17,3084.54,5,5,5,15,0,16.32,107,1,2.1972245773362196,2.8903717578961645,8.034481961540322,2,Champions,0.004,Low
15374,129,2,307.32,3,2,2,7,1,30.73,8,1,4.867534450455582,1.0986122886681098,5.731138204666056,0,Lost Customers,0.644,Medium
15375,690,1,60.96,1,1,1,3,1,10.16,6,1,6.53813982376767,0.6931471805599453,4.1264890155486675,0,Lost Customers,0.993,High
