Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Churned,AvgOrderValue,UniqueProducts,UniqueCountries
15341,81,2,2402.72,3,2,4,9,0,100.11,22,1
15342,130,1,406.09,3,1,2,6,1,16.92,24,1
15343,87,1,364.5,3,1,2,6,0,17.36,21,1
15344,1,3,563.94,5,3,2,10,0,21.69,21,1
15345,46,1,393.54,4,1,2,7,0,19.68,20,1
15346,333,3,596.12,2,3,2,7,1,16.11,36,1
15347,366,4,1162.0,2,3,3,8,1,32.28,29,1
15348,72,1,158.04,3,1,1,5,0,17.56,9,1
15349,158,2,463.91,3,2,2,7,1,6.53,65,1
15350,373,2,547.6,2,2,2,6,1,18.25,26,1
15351,12,10,3430.22,5,5,5,15,0,10.92,201,1
15352,549,1,111.15,1,1,1,3,1,3.27,34,1
15353,255,7,2794.47,2,4,4,10,1,7.76,274,1
15354,603,3,284.4,1,3,1,5,1,94.8,1,1
15355,29,2,277.05,4,2,1,7,0,19.79,9,1
15356,31,13,3239.57,4,5,5,14,0,4.84,290,1
15358,5,42,16425.86,5,5,5,15,0,15.08,359,1
15359,663,8,181.35,1,4,1,6,1,11.33,10,1
15360,40,1,427.93,4,1,2,7,0,32.92,13,1
15361,362,4,689.07,2,3,3,8,1,68.91,10,1
15362,449,2,613.08,1,2,3,6,1,15.33,38,1
15363,373,2,678.11,2,2,3,7,1,19.37,32,1
15364,96,2,913.19,3,2,3,8,1,31.49,29,1
15365,26,13,4557.13,4,5,5,14,0,20.9,126,1
15366,75,7,2389.08,3,4,4,11,0,17.31,86,1
15367,57,11,5081.33,4,5,5,14,0,18.21,214,1
15368,21,2,722.74,4,2,3,9,0,90.34,8,1
15369,492,11,6251.26,1,5,5,11,1,105.95,44,1
15370,41,8,3739.01,4,4,5,13,0,25.97,90,1
15371,662,1,59.4,1,1,1,3,1,59.4,1,1
15372,137,8,6017.06,3,4,5,12,1,105.56,45,1
15373,8,17,3084.54,5,5,5,15,0,16.32,107,1
15374,129,2,307.32,3,2,2,7,1,30.73,8,1
15375,690,1,60.96,1,1,1,3,1,10.16,6,1
15376,40,3,1221.56,4,3,4,11,0,10.53,100,1
15377,383,4,1211.75,2,3,3,8,1,57.7,15,1
15378,463,2,246.5,1,2,1,4,1,20.54,8,1
15379,169,8,4877.84,3,4,5,12,1,18.55,177,1
15380,9,11,3248.96,5,5,5,15,0,62.48,27,1
15381,214,5,1890.57,2,4,4,10,1,78.77,20,1
15382,15,12,13733.55,5,5,5,15,0,21.73,315,1
15384,170,4,2027.79,3,3,4,10,1,17.18,83,1
15385,40,3,942.08,4,3,3,10,0,44.86,18,1
15386,186,1,394.14,3,1,2,6,1,12.71,31,1
15387,492,1,468.65,1,1,2,4,1,23.43,20,1
15388,270,1,140.54,2,1,1,4,1,14.05,10,1
15389,172,5,2733.8,3,4,4,11,1,455.63,2,1
15390,396,2,1216.66,2,2,3,7,1,15.8,77,1
15391,584,1,289.87,1,1,2,4,1,24.16,12,1
15392,5,7,2911.62,5,4,5,14,0,20.22,100,1
15393,16,5,891.34,5,4,3,12,0,20.26,37,1
15394,10,11,5286.8,5,5,5,15,0,23.29,129,1
15395,326,1,107.45,2,1,1,4,1,15.35,7,1
15396,113,2,796.38,3,2,3,8,1,49.77,16,1
15397,290,1,94.0,2,1,1,4,1,15.67,6,1
15398,16,2,1345.53,5,2,4,11,0,18.43,60,1
15399,1,3,815.77,5,3,3,11,0,16.32,45,1
15400,92,8,1302.3,3,4,4,11,1,48.23,16,1
15401,452,2,216.95,1,2,1,4,1,15.5,14,1
15402,149,6,1830.54,3,4,4,11,1,13.97,79,1
15403,492,2,170.88,1,2,1,4,1,21.36,6,1
15404,376,1,257.06,2,1,1,4,1,16.07,16,1
15405,189,2,659.84,3,2,3,8,1,21.99,29,1
15406,31,4,975.87,4,3,3,10,0,8.0,108,1
15407,34,4,1046.74,4,3,3,10,0,7.07,142,1
15408,264,1,267.18,2,1,1,4,1,7.86,34,1
15409,721,1,131.25,1,1,1,3,1,14.58,9,1
15410,84,10,4685.72,3,5,5,13,0,28.92,80,1
15411,26,4,1348.93,4,3,4,11,0,13.76,86,1
15412,171,1,190.53,3,1,1,5,1,19.05,10,1
15413,692,5,6798.72,1,4,5,10,1,271.95,20,1
15414,10,3,774.9,5,3,3,11,0,19.87,37,1
15415,313,1,559.61,2,1,2,5,1,11.91,46,1
15416,65,7,4572.82,3,4,5,12,0,20.06,189,1
15417,85,1,508.8,3,1,2,6,0,18.17,28,1
15418,425,2,449.42,1,2,2,5,1,6.61,64,1
15419,25,1,135.86,4,1,1,6,0,16.98,8,1
15420,434,6,743.0,1,4,3,8,1,13.27,52,1
15421,59,10,3805.34,4,5,5,14,0,12.04,170,1
15422,323,7,1619.97,2,4,4,10,1,13.5,80,1
15423,38,3,266.89,4,3,1,8,0,19.06,13,1
15424,254,3,597.78,2,3,2,7,1,18.11,33,1
15425,400,4,1941.12,2,3,4,9,1,13.57,114,1
15426,19,9,2156.35,5,5,4,14,0,5.03,327,1
15427,33,3,1430.54,4,3,4,11,0,4.9,233,1
15428,15,4,762.75,5,3,3,11,0,17.34,39,1
15429,27,2,397.35,4,2,2,8,0,4.85,77,1
15430,468,2,954.75,1,2,3,6,1,26.52,36,1
15431,503,1,153.24,1,1,1,3,1,76.62,2,1
15432,23,2,320.76,4,2,2,8,0,20.05,16,1
15433,214,2,533.3,2,2,2,6,1,13.01,40,1
15434,8,11,2567.06,5,5,4,14,0,19.16,82,1
15435,22,1,149.29,4,1,1,6,0,5.15,29,1
15436,12,3,1067.75,5,3,3,11,0,3.67,243,1
15437,262,2,393.45,2,2,2,6,1,6.9,56,1
15438,131,1,156.58,3,1,1,5,1,6.26,25,1
15439,405,4,1269.05,2,3,4,9,1,22.26,49,1
15440,55,3,383.68,4,3,2,9,0,6.19,50,1
15441,396,3,1254.21,2,3,4,9,1,22.0,45,1
15442,249,1,594.0,2,1,2,5,1,297.0,2,1
15443,2,14,5114.23,5,5,5,15,0,8.18,408,1
15444,9,2,1411.21,5,2,4,11,0,6.59,191,1
15445,264,2,284.5,2,2,1,5,1,20.32,12,1
15446,377,3,399.75,2,3,2,7,1,3.57,90,1
15447,331,5,492.88,2,4,2,8,1,17.0,27,1
15448,313,2,788.81,2,2,3,7,1,16.1,49,1
15449,26,3,974.52,4,3,3,10,0,16.24,47,1
15450,30,1,429.84,4,1,2,7,0,14.33,30,1
15451,434,2,226.86,1,2,1,4,1,3.78,56,1
15452,30,6,1785.11,4,4,4,12,0,8.97,158,1
15453,2,7,1371.77,5,4,4,13,0,4.92,169,1
15454,362,2,305.99,2,2,2,6,1,7.65,35,1
15455,598,1,38.25,1,1,1,3,1,19.12,2,1
15456,283,10,2091.52,2,5,4,11,1,9.21,128,1
15457,262,1,237.07,2,1,1,4,1,4.09,56,1
15458,25,2,370.44,4,2,2,8,0,28.5,13,1
15459,417,2,202.83,1,2,1,4,1,28.98,6,1
15460,354,1,214.26,2,1,1,4,1,3.83,53,1
15461,461,2,429.7,1,2,2,5,1,214.85,1,1
15462,94,4,737.05,3,3,3,9,1,17.98,32,1
15463,29,1,126.14,4,1,1,6,0,18.02,7,1
15464,338,1,1044.65,2,1,3,6,1,6.74,155,1
15465,20,32,12100.4,4,5,5,14,0,47.45,94,1
15466,85,4,1560.46,3,3,4,10,0,5.96,211,1
15467,9,3,524.88,5,3,2,10,0,10.09,41,1
15468,51,3,1430.48,4,3,4,11,0,17.88,80,1
15469,50,3,874.25,4,3,3,10,0,20.33,38,1
15470,576,1,63.42,1,1,1,3,1,15.85,4,1
15471,2,3,1292.01,5,3,4,12,0,8.34,122,1
15472,113,1,371.56,3,1,2,6,1,4.89,76,1
15473,14,8,2046.0,5,4,4,13,0,146.14,5,1
15474,596,1,150.35,1,1,1,3,1,7.91,19,1
15475,77,1,454.11,3,1,2,6,0,15.66,29,1
15476,380,4,2209.98,2,3,4,9,1,27.97,67,1
15477,650,1,368.4,1,1,2,4,1,184.2,2,1
15478,40,3,1983.48,4,3,4,11,0,28.75,53,1
15479,733,1,147.4,1,1,1,3,1,16.38,9,1
15480,116,5,6279.0,3,4,5,12,1,29.2,199,1
15481,401,1,1993.34,2,1,4,7,1,52.46,38,1
15482,16,19,14417.36,5,5,5,15,0,97.41,74,1
15483,161,10,817.82,3,5,3,11,1,3.04,216,1
15484,1,6,4652.1,5,4,5,14,0,19.38,180,1
15485,30,7,4810.92,4,4,5,13,0,35.12,80,1
15486,527,1,102.0,1,1,1,3,1,102.0,1,1
15487,680,1,231.32,1,1,1,3,1,16.52,14,1
15488,93,5,431.92,3,4,2,9,1,39.27,10,1
15489,23,8,2419.61,4,4,4,12,0,21.22,75,1
15490,430,1,210.85,1,1,1,3,1,8.43,22,1
15491,95,6,3100.09,3,4,5,12,1,20.13,108,1
15492,28,2,659.46,4,2,3,9,0,18.84,32,1
15493,33,9,4121.68,4,5,5,14,0,6.73,289,1
15494,21,5,3702.6,4,4,5,13,0,10.06,307,1
15495,379,1,246.5,2,1,1,4,1,12.32,20,1
15496,631,1,146.14,1,1,1,3,1,6.64,22,1
15497,18,9,8657.39,5,5,5,15,0,71.55,66,1
15498,3,44,24972.86,5,5,5,15,0,26.54,597,1
15499,724,1,158.65,1,1,1,3,1,3.87,40,1
15500,8,4,1131.56,5,3,3,11,0,16.64,64,1
15501,405,2,399.95,2,2,2,6,1,5.8,64,1
15502,16,14,13003.87,5,5,5,15,0,39.41,231,1
15503,363,2,257.3,2,2,1,5,1,2.2,112,1
15504,81,4,402.7,3,3,2,8,0,6.29,42,1
15505,53,5,3610.96,4,4,5,13,0,37.23,90,1
15506,23,6,2030.33,4,4,4,12,0,7.44,180,1
15507,172,1,475.86,3,1,2,6,1,10.57,41,1
15508,189,6,1000.27,3,4,3,10,1,10.87,78,1
15509,380,1,152.41,2,1,1,4,1,5.86,26,1
15510,331,1,250.0,2,1,1,4,1,250.0,1,1
15511,12,5,900.53,5,4,3,12,0,5.7,117,1
15512,156,4,331.58,3,3,2,8,1,10.36,29,1
15513,33,35,26437.05,4,5,5,14,0,48.33,278,1
15514,12,18,6392.06,5,5,5,15,0,20.16,171,1
15515,387,1,171.81,2,1,1,4,1,24.54,7,1
15516,45,3,62.43,4,3,1,8,0,4.16,15,1
15517,233,1,267.03,2,1,1,4,1,9.89,27,1
15518,64,15,4189.99,3,5,5,13,0,9.35,250,1
15519,383,2,344.61,2,2,2,6,1,9.31,34,1
15520,2,1,343.5,5,1,2,8,0,19.08,18,1
15521,40,16,7098.24,4,5,5,14,0,17.61,186,1
15522,33,2,397.99,4,2,2,8,0,7.11,47,1
15523,84,16,17259.19,3,5,5,13,0,81.41,65,1
15524,25,2,591.4,4,2,2,8,0,65.71,9,1
15525,2,4,890.22,5,3,3,11,0,4.95,152,1
15526,33,2,148.44,4,2,1,7,0,37.11,4,1
15527,19,23,5554.89,5,5,5,15,0,16.88,226,1
15528,254,1,229.33,2,1,1,4,1,8.82,26,1
15529,23,12,4783.66,4,5,5,14,0,6.09,451,1
15530,22,5,1808.68,4,4,4,12,0,12.74,111,1
15531,8,2,1972.39,5,2,4,11,0,9.01,196,1
15532,25,10,3738.85,4,5,5,14,0,6.06,417,1
15533,19,3,807.57,5,3,3,11,0,9.73,73,1
15534,726,1,162.25,1,1,1,3,1,20.28,8,1
15535,173,6,1044.37,3,4,3,10,1,8.03,88,1
15536,409,1,259.09,2,1,1,4,1,16.19,16,1
15537,163,1,110.92,3,1,1,5,1,4.62,24,1
15538,538,6,3358.4,1,4,5,10,1,239.89,3,1
15539,7,1,538.46,5,1,2,8,0,13.13,41,1
15540,11,2,460.68,5,2,2,9,0,14.86,31,1
15541,114,1,85.13,3,1,1,5,1,2.94,29,1
15542,512,3,855.71,1,3,3,7,1,3.79,212,1
15543,288,2,242.26,2,2,1,5,1,4.33,50,1
15544,9,20,7807.89,5,5,5,15,0,14.7,175,1
15545,54,2,288.97,4,2,2,8,0,3.61,78,1
15546,607,2,1079.1,1,2,3,6,1,89.93,6,1
15547,7,26,10057.05,5,5,5,15,0,7.55,652,1
15548,596,1,158.09,1,1,1,3,1,6.87,23,1
15549,77,8,2334.16,3,4,4,11,0,14.5,139,1
15550,4,12,2211.05,5,5,4,14,0,9.41,166,1
15551,37,7,1679.81,4,4,4,12,0,11.75,117,1
15552,217,2,252.52,2,2,1,5,1,8.42,29,1
15553,60,1,428.93,3,1,2,6,0,7.8,51,1
15554,278,1,217.2,2,1,1,4,1,15.51,14,1
15555,12,36,11243.91,5,5,5,15,0,7.07,667,1
15556,24,1,279.77,4,1,1,6,0,9.02,31,1
15557,29,1,468.91,4,1,2,7,0,24.68,16,1
15558,639,1,202.68,1,1,1,3,1,8.81,23,1
15559,568,1,1109.4,1,1,3,5,1,17.89,62,1
15560,398,2,153.52,2,2,1,5,1,15.35,10,1
15561,12,8,1934.39,5,4,4,13,0,21.03,65,1
15562,352,3,671.43,2,3,3,8,1,20.35,32,1
15563,22,7,2859.46,4,4,4,12,0,11.13,179,1
15564,463,2,70.74,1,2,1,4,1,17.69,4,1
15565,50,2,173.16,4,2,1,7,0,21.65,8,1
15566,393,2,227.87,2,2,1,5,1,18.99,9,1
15567,19,1,186.01,5,1,1,7,0,26.57,7,1
15568,3,3,758.29,5,3,3,11,0,14.31,27,1
15569,104,10,3583.45,3,5,5,13,1,25.6,123,1
15570,7,25,8736.49,5,5,5,15,0,11.97,442,1
15571,12,14,3892.35,5,5,5,15,0,6.49,442,1
15572,5,10,3965.2,5,5,5,15,0,11.56,259,1
15573,32,5,1188.42,4,4,3,11,0,5.63,181,1
15574,178,6,1101.44,3,4,3,10,1,4.79,191,1
15575,620,1,30.1,1,1,1,3,1,10.03,3,1
15576,38,1,921.37,4,1,3,8,0,21.43,43,1
15577,151,5,396.03,3,4,2,9,1,6.71,58,1
15578,162,1,127.1,3,1,1,5,1,9.78,13,1
15579,69,5,1250.63,3,4,4,11,0,7.77,140,1
15580,377,8,1375.39,2,4,4,10,1,6.11,150,1
15581,121,38,7480.4,3,5,5,13,1,10.94,542,1
15582,25,3,682.91,4,3,3,10,0,15.52,39,1
15583,376,1,95.96,2,1,1,4,1,2.46,37,1
15584,24,6,1268.2,4,4,4,12,0,5.76,174,1
15585,177,1,455.3,3,1,2,6,1,14.69,31,1
15586,593,3,1139.1,1,3,3,7,1,29.98,30,1
15587,50,7,1522.08,4,4,4,12,0,108.72,3,1
15588,678,1,579.6,1,1,2,4,1,144.9,4,1
15589,256,3,478.53,2,3,2,7,1,16.5,28,1
15590,382,5,1496.6,2,4,4,10,1,17.2,75,1
15591,583,3,217.9,1,3,1,5,1,31.13,6,1
15592,47,1,388.58,4,1,2,7,0,16.19,24,1
15593,71,1,199.8,3,1,1,5,0,39.96,5,1
15594,16,5,1771.78,5,4,4,13,0,17.2,85,1
15595,488,1,357.6,1,1,2,4,1,89.4,4,1
15596,101,9,2727.72,3,5,4,12,1,17.6,82,1
15597,35,2,563.37,4,2,2,8,0,15.23,35,1
15598,53,2,548.02,4,2,2,8,0,15.22,32,1
15599,27,3,1250.06,4,3,4,11,0,15.06,77,1
15600,428,4,1199.31,1,3,3,7,1,16.89,55,1
15601,11,30,14191.74,5,5,5,15,0,17.22,310,1
15602,8,16,3137.96,5,5,5,15,0,25.1,62,1
15603,79,2,88.48,3,2,1,6,0,22.12,4,1
15604,52,1,216.39,4,1,1,6,0,12.73,17,1
15605,36,9,1741.95,4,5,4,13,0,17.6,80,1
15606,61,17,5230.99,3,5,5,13,0,36.08,84,1
15607,337,9,1708.97,2,5,4,11,1,15.68,95,1
15608,28,5,1785.98,4,4,4,12,0,17.01,93,1
15609,184,1,298.48,3,1,2,6,1,18.66,16,1
15610,52,1,112.46,4,1,1,6,0,18.74,6,1
15611,10,26,2997.28,5,5,5,15,0,31.89,43,1
15612,36,2,195.15,4,2,1,7,0,32.52,4,1
15613,610,1,433.72,1,1,2,4,1,16.06,27,1
15614,438,4,3147.36,1,3,5,9,1,38.86,73,1
15615,10,47,21373.97,5,5,5,15,0,23.72,292,1
15616,438,1,317.11,1,1,2,4,1,24.39,13,1
15617,396,3,828.55,2,3,3,8,1,19.73,41,1
15618,33,4,776.85,4,3,3,10,0,17.26,39,1
15619,11,1,336.4,5,1,2,8,0,112.13,3,1
15620,57,4,1942.36,4,3,4,11,0,15.06,114,1
15621,4,4,1293.03,5,3,4,12,0,80.81,11,1
15622,43,17,7852.61,4,5,5,14,0,18.43,331,1
15623,141,8,2437.05,3,4,4,11,1,22.57,91,1
15624,117,4,588.13,3,3,2,8,1,17.3,26,1
15625,104,9,3236.4,3,5,5,13,1,18.93,106,1
15626,75,3,1067.52,3,3,3,9,0,13.34,73,1
15627,457,2,566.9,1,2,2,5,1,23.62,23,1
15628,5,17,5333.08,5,5,5,15,0,17.84,136,1
15629,450,4,2240.9,1,3,4,8,1,29.1,39,1
15630,45,3,1481.4,4,3,4,11,0,18.52,76,1
15631,642,1,596.67,1,1,2,4,1,15.3,39,1
15632,16,8,3285.31,5,4,5,14,0,19.67,107,1
15633,509,13,4335.96,1,5,5,11,1,24.64,77,1
15634,17,2,554.65,5,2,2,9,0,16.31,34,1
15635,396,1,100.35,2,1,1,4,1,50.18,2,1
15636,90,4,1444.58,3,3,4,10,0,25.34,39,1
15637,53,5,797.59,4,4,3,11,0,19.45,37,1
15638,379,6,2265.2,2,4,4,10,1,90.61,20,1
15639,134,3,1065.08,3,3,3,9,1,15.44,61,1
15640,4,29,23494.31,5,5,5,15,0,31.41,303,1
15641,105,12,5345.55,3,5,5,13,1,17.19,249,1
15642,730,1,105.78,1,1,1,3,1,17.63,6,1
15643,192,3,664.0,2,3,3,8,1,20.12,31,1
15644,166,4,803.54,3,3,3,9,1,3.46,166,1
15645,19,3,1055.17,5,3,3,11,0,15.52,59,1
15646,158,5,784.81,3,4,3,10,1,11.54,65,1
15647,415,1,169.0,1,1,1,3,1,15.36,11,1
15648,204,2,639.5,2,2,3,7,1,26.65,23,1
15649,336,4,1660.35,2,3,4,9,1,150.94,8,1
15650,522,2,553.88,1,2,2,5,1,15.39,33,1
15651,37,5,1259.06,4,4,4,12,0,20.98,52,1
15652,91,5,1405.94,3,4,4,11,1,13.78,93,1
15653,93,2,877.44,3,2,3,8,1,146.24,4,1
15654,9,2,922.53,5,2,3,10,0,43.93,15,1
15655,243,1,560.67,2,1,2,5,1,16.49,34,1
15656,45,4,748.5,4,3,3,10,0,15.93,46,1
15657,23,1,30.0,4,1,1,6,0,30.0,1,1
15658,190,8,2117.27,2,4,4,10,1,20.76,79,1
15659,44,3,532.49,4,3,2,9,0,25.36,14,1
15660,25,15,2603.69,4,5,4,13,0,17.24,73,1
15661,317,8,1215.95,2,4,3,9,1,27.64,27,1
15662,661,2,283.73,1,2,1,4,1,23.64,12,1
15663,106,1,138.14,3,1,1,5,1,15.35,9,1
15664,51,4,1254.03,4,3,4,11,0,17.91,54,1
15665,168,5,3987.07,3,4,5,12,1,13.94,163,1
15666,472,2,632.94,1,2,3,6,1,9.45,62,1
15667,40,1,301.32,4,1,2,7,0,23.18,13,1
15668,218,1,76.32,2,1,1,4,1,76.32,1,1
15669,40,4,684.34,4,3,3,10,0,20.74,31,1
15670,297,2,325.2,2,2,2,6,1,17.12,19,1
15671,19,7,2657.13,5,4,4,13,0,34.07,52,1
15672,725,1,45.3,1,1,1,3,1,15.1,3,1
15673,88,9,6204.32,3,5,5,13,0,23.15,177,1
15674,73,13,6948.23,3,5,5,13,0,19.8,262,1
15675,81,4,542.04,3,3,2,8,0,15.49,32,1
15676,19,3,3435.76,5,3,5,13,0,17.01,191,1
15677,49,3,1305.63,4,3,4,11,0,18.13,63,1
15678,53,3,1825.94,4,3,4,11,0,19.85,77,1
15679,24,4,781.28,4,3,3,10,0,7.1,98,1
15680,9,10,4028.69,5,5,5,15,0,17.07,155,1
15681,25,14,2989.7,4,5,5,14,0,33.97,48,1
15682,599,2,318.24,1,2,2,5,1,12.73,25,1
15683,117,2,524.54,3,2,2,7,1,20.17,25,1
15684,547,3,173.95,1,3,1,5,1,15.81,9,1
15685,450,1,55.98,1,1,1,3,1,3.29,17,1
15686,420,1,90.0,1,1,1,3,1,90.0,1,1
15687,9,9,2993.1,5,5,5,15,0,18.03,119,1
15688,419,1,190.57,1,1,1,3,1,7.06,26,1
15689,120,3,521.03,3,3,2,8,1,21.71,20,1
15690,4,2,239.76,5,2,1,8,0,12.62,19,1
15691,252,4,571.3,2,3,2,7,1,40.81,12,1
15692,28,1,191.04,4,1,1,6,0,15.92,12,1
15693,659,1,37.5,1,1,1,3,1,37.5,1,1
15694,1,24,9978.48,5,5,5,15,0,69.78,55,1
15695,267,4,1131.04,2,3,3,8,1,19.17,55,1
15696,33,13,3881.22,4,5,5,14,0,17.56,163,1
15697,690,1,246.75,1,1,1,3,1,17.62,14,1
15698,624,1,46.2,1,1,1,3,1,23.1,2,1
15699,18,1,309.65,5,1,2,8,0,17.2,18,1
15700,172,2,696.68,3,2,3,8,1,8.1,85,1
15701,2,4,1529.0,5,3,4,12,0,6.65,193,1
15702,476,2,140.39,1,2,1,4,1,4.68,30,1
15703,265,1,211.5,2,1,1,4,1,42.3,5,1
15704,140,6,3734.66,3,4,5,12,1,18.31,129,1
15705,201,1,143.1,2,1,1,4,1,23.85,6,1
15706,64,4,1060.56,3,3,3,9,0,19.28,50,1
15707,35,4,916.98,4,3,3,10,0,4.47,126,1
15708,41,9,3887.15,4,5,5,14,0,11.53,135,1
15709,284,2,327.85,2,2,2,6,1,12.14,26,1
15710,417,1,898.87,1,1,3,5,1,8.17,110,1
15711,557,2,420.25,1,2,2,5,1,16.81,25,1
15712,9,12,3472.41,5,5,5,15,0,20.92,86,1
15713,143,4,839.64,3,3,3,9,1,16.15,48,1
15714,12,5,783.96,5,4,3,12,0,16.33,45,1
15715,556,5,658.02,1,4,3,8,1,17.32,33,1
15716,146,11,2485.26,3,5,4,12,1,8.69,188,1
15717,234,5,607.0,2,4,2,8,1,25.29,17,1
15718,540,1,293.79,1,1,2,4,1,16.32,18,1
15719,33,31,10195.97,4,5,5,14,0,5.76,449,1
15720,24,2,739.22,4,2,3,9,0,4.83,152,1
15721,12,1,471.4,5,1,2,8,0,5.61,80,1
15722,36,11,5234.0,4,5,5,14,0,29.4,91,1
15723,365,4,930.7,2,3,3,8,1,7.57,108,1
15724,201,3,310.85,2,3,2,7,1,18.29,17,1
15725,15,1,415.25,5,1,2,8,0,12.98,32,1
15726,390,1,321.91,2,1,2,5,1,14.0,23,1
15727,17,15,9371.71,5,5,5,15,0,13.68,426,1
15728,380,2,544.6,2,2,2,6,1,45.38,10,1
15729,213,3,192.55,2,3,1,6,1,17.5,10,1
15730,66,5,1726.58,3,4,4,11,0,15.55,102,1
15731,554,1,125.3,1,1,1,3,1,15.66,8,1
15732,212,10,1543.97,2,5,4,11,1,15.6,53,1
15733,283,1,162.3,2,1,1,4,1,16.23,10,1
15734,115,4,2263.3,3,3,4,10,1,52.63,36,1
15735,421,1,327.68,1,1,2,4,1,17.25,19,1
15736,435,2,1767.12,1,2,4,7,1,17.67,95,1
15737,15,8,1188.12,5,4,3,12,0,16.73,60,1
15738,19,41,13043.32,5,5,5,15,0,27.06,70,1
15739,66,1,449.12,3,1,2,6,0,56.14,8,1
15740,49,1,154.88,4,1,1,6,0,17.21,9,1
15741,458,2,208.62,1,2,1,4,1,17.39,11,1
15742,619,1,156.87,1,1,1,3,1,3.83,41,1
15743,16,4,775.96,5,3,3,11,0,9.02,59,1
15744,78,1,34.8,3,1,1,5,0,11.6,3,1
15745,19,4,1094.59,5,3,3,11,0,17.65,57,1
15746,134,1,196.88,3,1,1,5,1,7.03,28,1
15747,13,9,2499.81,5,5,4,14,0,11.57,116,1
15748,40,3,609.81,4,3,3,10,0,16.94,34,1
15749,235,3,44534.3,2,3,5,10,1,4453.43,5,1
15750,3,18,6452.99,5,5,5,15,0,10.28,389,1
15751,461,11,1380.44,1,5,4,10,1,10.62,90,1
15752,40,9,3924.91,4,5,5,14,0,6.7,359,1
15753,305,1,79.2,2,1,1,4,1,79.2,1,1
15754,51,9,3037.61,4,5,5,14,0,23.19,114,1
15755,10,17,5993.12,5,5,5,15,0,16.15,281,1
15756,61,4,528.01,3,3,2,8,0,2.76,160,1
15757,66,6,2940.36,3,4,5,12,0,15.24,162,1
15758,25,1,205.25,4,1,1,6,0,22.81,9,1
15759,218,7,830.93,2,4,3,9,1,48.88,10,1
15760,631,2,13916.34,1,2,5,8,1,6958.17,1,1
15761,443,1,143.05,1,1,1,3,1,28.61,5,1
15762,65,2,583.75,3,2,2,7,0,15.78,37,1
15763,32,2,1086.92,4,2,3,9,0,17.82,58,1
15764,88,8,4503.08,3,4,5,12,0,18.08,187,1
15765,667,1,370.63,1,1,2,4,1,14.83,25,1
15766,64,3,831.06,3,3,3,9,0,31.96,21,1
15768,116,34,15308.89,3,5,5,13,1,12.67,437,1
15769,7,46,88612.52,5,5,5,15,0,397.37,26,1
15770,613,1,321.45,1,1,2,4,1,17.86,18,1
15771,604,3,1006.54,1,3,3,7,1,35.95,26,1
15772,418,1,280.88,1,1,1,3,1,17.56,16,1
15773,6,2,774.52,5,2,3,10,0,16.48,46,1
15774,69,6,1288.34,3,4,4,11,0,11.71,88,1
15775,245,2,150.5,2,2,1,5,1,16.72,9,1
15776,133,1,241.62,3,1,1,5,1,13.42,18,1
15777,241,7,1762.61,2,4,4,10,1,45.2,29,1
15778,431,1,307.95,1,1,2,4,1,18.11,17,1
15779,463,2,124.08,1,2,1,4,1,15.51,8,1
15780,184,3,475.28,3,3,2,8,1,16.39,26,1
15781,25,3,345.46,4,3,2,9,0,17.27,20,1
15782,10,4,4014.1,5,3,5,13,0,65.8,51,1
15783,11,1,246.3,5,1,1,7,0,17.59,14,1
15784,468,2,848.33,1,2,3,6,1,19.73,33,1
15785,33,16,5969.93,4,5,5,14,0,26.53,102,1
15786,46,5,8501.62,4,4,5,13,0,18.28,358,1
15787,26,3,933.26,4,3,3,10,0,4.67,156,1
15788,509,1,221.83,1,1,1,3,1,15.84,14,1
15789,358,6,1962.01,2,4,4,10,1,14.22,110,1
15790,10,1,218.75,5,1,1,7,0,6.43,34,1
15791,44,5,3608.34,4,4,5,13,0,21.61,121,1
15792,400,2,933.84,2,2,3,7,1,16.38,57,1
15793,15,8,2399.57,5,4,4,13,0,79.99,12,1
15794,736,2,777.0,1,2,3,6,1,51.8,15,1
15795,150,8,1979.87,3,4,4,11,1,15.11,111,1
15796,1,17,5171.63,5,5,5,15,0,17.65,138,1
15797,113,6,2821.08,3,4,4,11,1,235.09,12,1
15798,493,3,1535.37,1,3,4,8,1,18.5,73,1
15799,76,4,1421.34,3,3,4,10,0,9.23,143,1
15800,107,7,1227.07,3,4,4,11,1,5.29,198,1
15801,46,3,1063.95,4,3,3,10,0,16.62,61,1
15802,143,1,451.42,3,1,2,6,1,451.42,1,1
15803,51,4,1929.66,4,3,4,11,0,37.84,48,1
15804,1,13,4206.39,5,5,5,15,0,16.05,170,1
15805,23,30,10148.93,4,5,5,14,0,19.19,337,1
15806,46,3,784.58,4,3,3,10,0,25.31,24,1
15807,50,5,1817.52,4,4,4,12,0,20.65,85,1
15808,306,21,17180.25,2,5,5,12,1,22.25,348,1
15809,36,7,1274.44,4,4,4,12,0,21.97,51,1
15810,79,8,2999.04,3,4,5,12,0,18.07,89,1
15811,22,7,3486.15,4,4,5,13,0,12.77,205,1
15812,107,12,5201.47,3,5,5,13,1,41.61,87,1
15813,208,2,1303.91,2,2,4,8,1,32.6,40,1
15814,17,6,2634.44,5,4,4,13,0,26.88,83,1
15815,64,5,2100.6,3,4,4,11,0,42.87,33,1
